
 
*********************************** 
*********************************** 
       Corte Phi =  0.000000 
*********************************** 
*********************************** 
			CP				XP
		---------------------------	---------------------------
-16.000000	-2.075011	136.606012	-18.350094	-142.220635
-15.000000	-0.981165	136.680458	-18.809326	-148.879110
-14.000000	-0.011201	137.158141	-18.836380	-153.599279
-13.000000	 0.812162	137.641031	-18.728979	-155.274836
-12.000000	 1.477325	138.116644	-18.751255	-154.654905
-11.000000	 2.049421	138.251763	-18.979779	-153.010589
-10.000000	 2.539694	138.080565	-19.393029	-151.420711
-9.000000	 2.965242	137.822063	-19.945084	-150.843076
-8.000000	 3.354070	137.561094	-20.644065	-151.080845
-7.000000	 3.700673	136.965192	-21.509947	-152.990447
-6.000000	 4.001660	136.652632	-22.554455	-156.196146
-5.000000	 4.261902	136.494710	-23.785044	-160.120159
-4.000000	 4.474906	136.332694	-25.225233	-164.669466
-3.000000	 4.637206	136.205017	-27.048830	-169.426176
-2.000000	 4.758537	136.337267	-29.739490	-174.502472
-1.000000	 4.838300	136.491180	-34.122102	175.626751
 0.000000	 4.872223	136.235504	-40.752238	134.303616
 1.000000	 4.862768	136.510335	-37.359134	61.922911
 2.000000	 4.808555	137.203337	-32.204009	45.373849
 3.000000	 4.710804	136.971646	-29.222607	40.829699
 4.000000	 4.566805	137.542270	-27.330427	39.597642
 5.000000	 4.385210	138.492319	-26.146143	39.473283
 6.000000	 4.155106	139.079294	-25.338813	38.813527
 7.000000	 3.871868	139.864109	-24.768532	38.128339
 8.000000	 3.534339	140.823755	-24.372761	37.489372
 9.000000	 3.117807	141.815762	-24.036948	36.600465
10.000000	 2.619155	142.911485	-23.622612	35.342277
11.000000	 2.046837	144.324064	-23.042075	34.129932
12.000000	 1.388268	145.634850	-22.244828	31.682258
13.000000	 0.661309	147.091606	-21.305674	28.768489
14.000000	-0.146179	148.479079	-20.314654	25.826243
15.000000	-1.059190	149.838855	-19.297753	24.045918
16.000000	-2.066418	151.728060	-18.297064	24.555131
17.000000	-3.163132	153.310164	-17.342043	25.977449
18.000000	-4.376820	155.499370	-16.424990	28.750455
19.000000	-5.731150	157.799207	-15.672584	31.649021
20.000000	-7.222206	160.167340	-15.159988	33.717745
21.000000	-8.945035	164.409727	-14.829261	36.653088
22.000000	-10.865871	169.691443	-14.628996	38.747896
23.000000	-13.051120	178.054622	-14.445650	40.462375
24.000000	-15.567865	-168.408299	-14.225198	41.705900
25.000000	-18.011372	-148.867737	-13.903128	41.895044
26.000000	-19.624645	-122.294393	-13.437380	42.061965
27.000000	-20.062681	-94.846351	-12.916729	43.040972
28.000000	-19.751758	-71.057258	-12.422388	44.102511
29.000000	-18.775013	-50.874821	-11.986838	46.633983
30.000000	-17.506772	-36.697480	-11.663998	50.735748
31.000000	-16.389785	-29.012035	-11.408045	55.113865
32.000000	-15.558827	-25.567938	-11.228375	59.675015
33.000000	-15.029727	-24.094072	-11.150241	64.201148
34.000000	-14.790895	-23.765006	-11.090471	67.745176
35.000000	-14.798741	-21.808904	-10.966798	71.298910
36.000000	-15.017824	-18.109172	-10.843379	74.009338
37.000000	-15.388549	-12.415687	-10.820166	76.247323
38.000000	-15.890620	-4.588663	-10.875105	78.358857
39.000000	-16.351130	 6.146365	-10.977511	80.919053
40.000000	-16.456336	17.232778	-11.206824	82.735502
41.000000	-16.174066	26.898089	-11.591243	84.625471
42.000000	-15.893210	32.884573	-11.998564	87.000168
43.000000	-15.784857	37.992615	-12.378992	89.926217
44.000000	-15.766896	43.814924	-12.725573	93.923955
45.000000	-15.687117	50.623777	-12.912763	98.752390
46.000000	-15.486867	58.745596	-12.863220	104.654336
47.000000	-15.289773	68.127396	-12.574108	110.453741
48.000000	-14.993478	79.694821	-12.134925	114.796414
49.000000	-14.275088	92.539708	-11.644822	117.648398
50.000000	-13.266189	102.272808	-11.362405	118.184803
51.000000	-12.400406	110.196153	-11.477847	118.260376
52.000000	-11.823108	118.576068	-11.951962	119.879193
53.000000	-11.346393	126.849769	-12.608339	124.300186
54.000000	-10.871741	133.346303	-13.289154	130.369753
55.000000	-10.573450	137.950755	-13.843213	138.165357
56.000000	-10.574490	140.632363	-13.975789	145.444637
57.000000	-10.780399	142.106087	-13.731593	149.483241
58.000000	-11.059135	144.490857	-13.460505	152.248267
59.000000	-11.193709	149.097388	-13.322673	155.609472
60.000000	-10.981220	154.461127	-13.304255	158.657828
61.000000	-10.474932	159.368841	-13.536423	160.933754
62.000000	-9.974584	162.855548	-14.270015	163.564716
63.000000	-9.733869	165.030056	-15.429191	167.881706
64.000000	-9.973508	164.793602	-16.542561	173.876252
65.000000	-10.609675	164.803541	-17.027637	-179.039170
66.000000	-11.352051	164.545994	-16.765579	-176.891274
67.000000	-11.717840	166.287978	-16.153666	-179.037105
68.000000	-11.360408	169.092992	-15.846421	176.052695
69.000000	-10.513158	171.813195	-16.121755	173.585753
70.000000	-9.732863	172.737005	-16.865302	177.738554
71.000000	-9.428851	173.248789	-17.175303	-170.953897
72.000000	-9.676255	175.237352	-16.278031	-160.319393
73.000000	-10.234524	177.590771	-15.112599	-158.596973
74.000000	-10.817356	179.790922	-14.679630	-162.964398
75.000000	-11.292999	-178.627358	-15.059015	-166.990174
76.000000	-11.595507	-177.790633	-15.807163	-166.632593
77.000000	-11.698881	-177.475375	-16.335482	-162.560281
78.000000	-11.599322	-176.479022	-16.409560	-156.606927
79.000000	-11.301169	-174.069994	-16.396566	-151.631777
80.000000	-10.905267	-172.121845	-16.823025	-147.779928
81.000000	-10.767781	-171.379388	-17.559272	-140.820285
82.000000	-11.194726	-171.426484	-17.940913	-130.515495
83.000000	-12.295687	-170.067044	-17.563407	-123.694122
84.000000	-13.558585	-162.711900	-16.543442	-124.257134
85.000000	-13.750552	-154.001004	-15.683040	-131.701340
86.000000	-12.967362	-151.664173	-15.518888	-140.088500
87.000000	-12.199850	-155.743893	-16.482898	-145.223340
88.000000	-12.003735	-162.210545	-18.349219	-144.290767
89.000000	-12.428470	-165.120782	-20.263730	-131.203085
90.000000	-13.193442	-163.561475	-20.279154	-114.732940
91.000000	-13.772475	-157.168211	-19.524101	-109.274992
92.000000	-14.050302	-151.012760	-19.560529	-113.260495
93.000000	-14.423770	-147.088607	-19.939090	-118.920001
94.000000	-14.938658	-144.548030	-20.024073	-122.263829
95.000000	-15.265428	-141.466056	-19.582292	-122.415947
96.000000	-15.203707	-139.658192	-19.058514	-122.156792
97.000000	-15.033412	-141.661752	-19.030196	-122.125717
98.000000	-15.289436	-146.434972	-19.863089	-119.640803
99.000000	-16.135893	-152.440783	-21.441446	-113.583464
100.000000	-17.261669	-154.743692	-22.951815	-104.042359
101.000000	-18.538663	-150.411846	-23.743532	-95.547332
102.000000	-19.012731	-143.302253	-24.245600	-96.427603
103.000000	-18.440676	-139.991062	-24.263420	-112.119565
104.000000	-17.561210	-140.359527	-22.744517	-129.082542
105.000000	-17.042795	-142.549369	-21.649381	-137.043760
106.000000	-16.911157	-145.425926	-21.656923	-139.777115
107.000000	-17.209745	-146.815670	-22.420433	-135.761961
108.000000	-17.892087	-146.101939	-22.936102	-121.630158
109.000000	-18.822454	-142.723618	-22.356316	-106.479420
110.000000	-19.453260	-138.036622	-21.701337	-102.884926
111.000000	-19.602795	-133.936118	-22.137062	-108.327051
112.000000	-19.374517	-135.042818	-24.041854	-115.976861
113.000000	-18.672232	-140.051539	-27.503199	-123.726139
114.000000	-18.203322	-145.442587	-30.365058	-134.509441
115.000000	-18.176845	-150.333051	-28.754013	-144.818818
116.000000	-18.369475	-151.810269	-25.261361	-145.647855
117.000000	-18.526578	-150.709065	-23.162005	-145.647599
118.000000	-18.516765	-148.086614	-22.684269	-145.498756
119.000000	-18.809436	-147.011581	-23.191396	-140.793585
120.000000	-19.455190	-143.752363	-23.551241	-127.091892
121.000000	-19.946248	-132.717595	-22.383382	-112.084422
122.000000	-19.151147	-120.882240	-21.169931	-107.065963
123.000000	-17.768382	-118.268035	-21.313195	-111.880837
124.000000	-16.947792	-124.195556	-23.086772	-125.310562
125.000000	-17.213586	-134.253675	-26.030819	-149.105326
126.000000	-18.644396	-146.772085	-29.142825	177.425466
127.000000	-20.805058	-158.733628	-32.094654	143.684435
128.000000	-22.987104	-165.047091	-35.707582	113.549209
129.000000	-24.122743	-163.495545	-40.376810	104.191915
130.000000	-23.711281	-160.194355	-38.885828	154.360537
131.000000	-22.829423	-161.685795	-32.414012	169.663684
132.000000	-22.360584	-166.085311	-29.709098	167.934737
133.000000	-22.391308	-168.307930	-28.894023	164.468231
134.000000	-22.700604	-166.310569	-28.959871	163.497849
135.000000	-22.888879	-160.910783	-28.877197	160.944477
136.000000	-22.538848	-156.037283	-27.955165	154.439695
137.000000	-22.027101	-154.124766	-27.359593	146.619594
138.000000	-21.757836	-155.538486	-27.626918	135.875230
139.000000	-21.924076	-160.416413	-28.179752	119.683996
140.000000	-22.579161	-168.638992	-28.313470	100.388705
141.000000	-23.832557	179.848937	-28.306086	80.899437
142.000000	-25.896295	166.800446	-28.944425	63.731410
143.000000	-29.153419	150.493163	-30.375438	45.893843
144.000000	-33.653460	121.740391	-32.672900	29.197818
145.000000	-36.144065	79.576819	-36.397078	21.899186
146.000000	-36.272634	52.343165	-40.824923	36.034522
147.000000	-37.602489	39.496649	-40.598497	65.347737
148.000000	-41.407003	33.223526	-37.434314	74.486534
149.000000	-48.168929	38.931360	-34.580650	71.506478
150.000000	-48.251716	71.011040	-31.897369	62.828862
151.000000	-41.134435	63.187928	-29.692138	52.850098
152.000000	-35.742035	49.251962	-28.439697	41.313360
153.000000	-32.425311	36.621157	-27.897181	27.033326
154.000000	-30.804415	22.057149	-27.716954	10.944061
155.000000	-30.047122	 4.960782	-27.694962	-4.257541
156.000000	-29.645944	-12.266337	-27.749603	-16.922152
157.000000	-29.373376	-27.704947	-27.940657	-26.487270
158.000000	-29.184447	-41.144365	-28.401173	-35.055091
159.000000	-29.034349	-52.359998	-29.157992	-45.285436
160.000000	-28.899706	-61.378661	-30.028062	-58.699500
161.000000	-28.822960	-69.664460	-30.742741	-73.792134
162.000000	-28.898524	-76.780112	-31.303973	-86.070843
163.000000	-29.254453	-82.399435	-31.967909	-94.380915
164.000000	-30.066765	-88.471527	-33.134701	-101.266110
165.000000	-31.528785	-97.188632	-34.881738	-108.909434
166.000000	-33.689415	-112.082032	-37.164676	-123.435959
167.000000	-35.557919	-138.374870	-38.715137	-150.193103
168.000000	-35.150804	-170.341008	-38.380422	-176.718650
169.000000	-32.895460	166.644077	-37.623629	165.680291
170.000000	-30.835647	154.061020	-38.044383	154.657365
171.000000	-29.393832	147.584229	-40.990680	140.735823
172.000000	-28.539265	144.777789	-47.369019	89.746378
173.000000	-28.194989	146.574472	-41.932064	12.504398
174.000000	-28.173648	152.465143	-36.582863	-3.059194
175.000000	-28.282647	161.138208	-33.978644	-6.284578
176.000000	-28.464329	171.217326	-33.210759	-6.575424
177.000000	-28.688839	-178.597375	-33.715172	-7.506361
178.000000	-28.943052	-169.396012	-35.553237	-11.179448
179.000000	-29.306138	-162.172337	-39.226228	-20.746957
