
 
*********************************** 
*********************************** 
       Corte Phi =  0.000000 
*********************************** 
*********************************** 
			CP				XP
		---------------------------	---------------------------
-18.000000	-4.804272	-27.711090	-17.496126	36.698870
-17.000000	-3.035353	-30.671931	-17.159207	28.225875
-16.000000	-1.576932	-32.282413	-16.910182	24.511047
-15.000000	-0.425150	-33.543357	-16.891159	24.025658
-14.000000	 0.540489	-34.921421	-17.132093	25.664967
-13.000000	 1.361896	-36.714004	-17.616113	28.191799
-12.000000	 2.079392	-38.628286	-18.276320	29.876039
-11.000000	 2.791547	-40.679315	-19.115180	29.283353
-10.000000	 3.474592	-42.692721	-19.970938	25.580850
-9.000000	 4.111351	-44.509804	-20.680870	18.544506
-8.000000	 4.698124	-45.805224	-21.150705	 9.819844
-7.000000	 5.204002	-47.051022	-21.333930	 0.922841
-6.000000	 5.618652	-48.128378	-21.325581	-7.190301
-5.000000	 5.959686	-48.660387	-21.361521	-12.854991
-4.000000	 6.216837	-49.097001	-21.719817	-16.016091
-3.000000	 6.402382	-49.549500	-22.654263	-17.613159
-2.000000	 6.523414	-49.772632	-24.421220	-17.650775
-1.000000	 6.585303	-49.777054	-27.331382	-15.877025
 0.000000	 6.584642	-50.197414	-32.215463	-11.857452
 1.000000	 6.526176	-50.496979	-43.474504	17.274908
 2.000000	 6.415806	-49.838612	-38.204694	140.489774
 3.000000	 6.245713	-49.765143	-31.411119	152.183001
 4.000000	 6.012780	-49.674716	-28.021383	155.663066
 5.000000	 5.720263	-48.876215	-26.076764	158.499552
 6.000000	 5.353003	-48.063509	-24.908201	160.874027
 7.000000	 4.913328	-47.289053	-24.262618	163.233329
 8.000000	 4.409231	-46.280077	-24.010379	165.973349
 9.000000	 3.813987	-45.008456	-24.062948	169.386399
10.000000	 3.126581	-43.651817	-24.277569	173.540814
11.000000	 2.355039	-42.053278	-24.413273	178.507236
12.000000	 1.467087	-39.962916	-24.226410	-176.870184
13.000000	 0.500754	-37.754121	-23.727313	-174.091635
14.000000	-0.574076	-35.011217	-23.067649	-172.818795
15.000000	-1.791941	-31.744015	-22.317479	-171.603348
16.000000	-3.116626	-27.352150	-21.559933	-168.279343
17.000000	-4.586645	-21.988341	-20.805841	-163.200145
18.000000	-6.246726	-14.253119	-19.981373	-156.320109
19.000000	-8.027542	-3.239532	-19.184675	-148.514003
20.000000	-9.718701	11.574273	-18.548219	-141.143975
21.000000	-10.842746	32.551470	-18.083654	-131.900427
22.000000	-10.850552	54.510333	-17.723417	-122.098564
23.000000	-9.928135	72.938600	-17.423515	-111.894864
24.000000	-8.602094	87.359502	-17.076323	-100.925345
25.000000	-7.346050	96.442655	-16.610370	-90.943794
26.000000	-6.270506	102.285246	-15.968479	-82.321807
27.000000	-5.460041	106.767728	-15.350907	-75.071749
28.000000	-4.903188	109.722635	-14.800616	-69.489991
29.000000	-4.516486	111.787672	-14.150810	-63.731800
30.000000	-4.290300	113.903338	-13.434860	-58.268931
31.000000	-4.142654	115.801840	-12.794120	-53.917592
32.000000	-3.994918	117.410729	-12.304554	-49.195392
33.000000	-3.850764	119.594864	-11.907916	-43.589991
34.000000	-3.775766	121.220340	-11.512694	-39.280387
35.000000	-3.804359	123.714924	-11.107518	-34.773976
36.000000	-3.963105	125.896416	-10.723334	-30.530703
37.000000	-4.310201	127.641256	-10.284600	-27.075271
38.000000	-4.948403	129.207111	-9.824056	-23.789282
39.000000	-5.755303	130.595180	-9.601106	-20.247244
40.000000	-6.630540	131.928623	-9.603261	-15.738587
41.000000	-7.561544	133.704577	-9.695135	-10.749966
42.000000	-8.530022	134.907392	-9.875444	-5.057152
43.000000	-9.603914	136.191125	-10.032037	 1.194137
44.000000	-10.999178	138.397668	-9.898820	 8.164802
45.000000	-12.678737	140.905336	-9.489665	13.159940
46.000000	-14.635434	143.025215	-8.937603	17.069024
47.000000	-16.821697	140.614554	-8.257940	20.540314
48.000000	-19.367549	130.251363	-7.652717	22.246738
49.000000	-22.386153	107.613096	-7.282135	24.066260
50.000000	-23.646776	70.146174	-7.189901	25.763086
51.000000	-21.991084	38.353484	-7.204444	28.380141
52.000000	-19.804926	21.374701	-7.264750	32.952531
53.000000	-18.141772	13.743685	-7.253005	39.993621
54.000000	-17.096948	 9.994728	-6.956698	47.064289
55.000000	-16.354667	 7.178844	-6.484474	52.834776
56.000000	-15.775885	 4.380011	-6.146025	56.893624
57.000000	-15.287852	 2.797643	-6.048857	59.492030
58.000000	-14.730869	 5.287005	-6.100888	61.940573
59.000000	-14.034884	11.183305	-6.164052	64.724703
60.000000	-13.267790	16.911973	-6.222278	67.717687
61.000000	-12.764983	20.761049	-6.354131	71.593272
62.000000	-12.855518	21.170692	-6.498758	75.985915
63.000000	-13.445170	19.343570	-6.458089	81.772789
64.000000	-14.287184	13.137618	-6.109135	85.670628
65.000000	-14.886348	 7.386416	-5.713719	88.754589
66.000000	-14.991547	 6.254699	-5.548189	89.351317
67.000000	-14.435592	11.104728	-5.791388	90.193815
68.000000	-13.712677	16.730599	-6.381824	92.324757
69.000000	-13.581119	21.074624	-6.935763	97.997683
70.000000	-14.385235	22.436887	-6.947518	104.282410
71.000000	-16.057952	18.746550	-6.535082	107.205445
72.000000	-18.015676	 9.996778	-6.208531	107.573138
73.000000	-19.062124	-2.222843	-6.248245	107.430899
74.000000	-18.703595	-9.068560	-6.571014	108.855352
75.000000	-17.860471	-5.008909	-6.884873	113.072880
76.000000	-17.074167	 5.252988	-7.044592	117.486597
77.000000	-16.555607	15.673183	-7.248238	119.714776
78.000000	-16.590705	22.412743	-7.746956	121.931591
79.000000	-17.404805	19.858075	-8.349965	125.017898
80.000000	-18.941505	 3.479916	-8.729726	127.757364
81.000000	-19.888956	-25.266308	-8.731451	128.490764
82.000000	-19.846044	-44.030311	-8.402967	127.266527
83.000000	-20.502981	-39.431737	-8.015327	124.590685
84.000000	-19.847467	-11.687361	-7.995975	122.482598
85.000000	-17.074099	 7.846814	-8.519152	123.535649
86.000000	-15.686172	11.367464	-9.365493	127.952013
87.000000	-16.285416	 9.877329	-9.888687	136.212983
88.000000	-18.759388	 2.459626	-9.966418	139.403453
89.000000	-22.444670	-15.504133	-10.153212	138.358584
90.000000	-23.883688	-44.987134	-10.499584	134.030476
91.000000	-22.401523	-54.253967	-10.652101	130.846834
92.000000	-21.077924	-44.215168	-10.374582	129.818504
93.000000	-19.868680	-25.271641	-9.855743	130.013648
94.000000	-18.664847	-7.182723	-9.575596	131.046777
95.000000	-17.930385	 4.252763	-9.745178	134.729048
96.000000	-18.414708	 6.327689	-10.336387	140.831863
97.000000	-20.253220	-2.159559	-11.121485	146.866494
98.000000	-23.155919	-26.029661	-11.995071	150.296725
99.000000	-23.930887	-60.388234	-12.894810	149.022458
100.000000	-23.241547	-70.907004	-13.557605	142.362627
101.000000	-22.416214	-57.357373	-13.736331	133.879986
102.000000	-20.200314	-36.948283	-13.695581	127.670001
103.000000	-18.253388	-24.900158	-13.651180	125.621489
104.000000	-17.461131	-21.197998	-13.542603	128.590498
105.000000	-17.706610	-21.430656	-13.506040	134.619910
106.000000	-18.750348	-21.893060	-13.634646	138.465616
107.000000	-20.316354	-19.874419	-14.121169	138.437127
108.000000	-21.598896	-19.915435	-15.260631	135.073447
109.000000	-21.738876	-24.260624	-17.181396	130.813240
110.000000	-21.157782	-30.253248	-19.142415	127.091552
111.000000	-20.610546	-37.992519	-19.674027	121.723278
112.000000	-20.002026	-41.282247	-18.480526	115.365155
113.000000	-19.621052	-37.554377	-16.989464	109.393140
114.000000	-18.874891	-29.985043	-16.167467	104.452231
115.000000	-17.843721	-22.855015	-15.998105	102.239735
116.000000	-17.632317	-19.720266	-16.231978	104.742127
117.000000	-18.820389	-20.997895	-16.429525	108.388229
118.000000	-21.648373	-19.376441	-16.405834	109.938975
119.000000	-24.884385	-4.294045	-16.343837	104.548821
120.000000	-24.456833	14.780732	-16.425644	95.941624
121.000000	-22.636530	 9.028739	-17.082114	88.408913
122.000000	-21.715921	-11.362685	-18.455382	84.759638
123.000000	-21.176530	-39.060096	-19.837918	84.444701
124.000000	-20.529220	-59.630571	-19.961707	88.685306
125.000000	-20.889866	-67.344021	-19.366377	91.719661
126.000000	-21.930929	-63.158341	-19.092003	89.320195
127.000000	-22.498860	-52.532921	-19.478078	82.932428
128.000000	-22.003196	-48.132037	-20.202187	75.385341
129.000000	-21.505130	-49.796237	-20.841425	70.520636
130.000000	-21.909929	-50.811649	-21.149051	67.270778
131.000000	-23.637581	-49.823398	-21.064035	60.536783
132.000000	-26.165036	-47.622537	-20.724535	49.825468
133.000000	-27.923887	-44.663144	-20.363868	39.850081
134.000000	-27.555282	-46.233759	-20.297652	32.536056
135.000000	-26.107402	-51.437420	-20.608632	28.880149
136.000000	-24.920155	-64.474451	-21.462140	29.197614
137.000000	-23.747389	-85.250679	-22.722409	31.655245
138.000000	-22.338153	-107.954694	-23.729546	34.005071
139.000000	-21.136931	-126.879346	-24.013501	35.727380
140.000000	-20.483188	-140.182128	-24.120063	36.420025
141.000000	-20.635278	-148.121044	-24.709220	34.746758
142.000000	-21.327797	-150.633242	-26.196991	29.534462
143.000000	-21.989453	-149.388561	-28.656238	20.179017
144.000000	-22.031398	-147.343520	-32.648809	 3.193271
145.000000	-21.221279	-148.340784	-38.083205	-37.697352
146.000000	-20.066764	-152.170627	-37.589437	-112.274545
147.000000	-19.151918	-157.695628	-32.885834	-147.959942
148.000000	-18.724863	-164.594631	-30.678622	-163.955206
149.000000	-18.776919	-172.064758	-29.703805	-176.941551
150.000000	-19.123831	-178.645894	-28.750412	174.288328
151.000000	-19.487243	175.969244	-27.660155	169.920536
152.000000	-19.793683	172.159052	-26.475514	166.701410
153.000000	-20.102038	169.429938	-25.457597	163.240182
154.000000	-20.403037	165.782510	-24.706602	157.559303
155.000000	-20.727863	160.391722	-23.920551	149.944535
156.000000	-21.021710	152.864877	-23.056766	141.880162
157.000000	-21.117860	142.808607	-22.326707	133.892981
158.000000	-20.997662	130.481358	-21.826947	124.999744
159.000000	-20.820964	117.445044	-21.582647	114.558983
160.000000	-20.660312	104.804799	-21.436200	103.048834
161.000000	-20.693666	92.360320	-21.280989	90.270648
162.000000	-21.049436	80.050509	-21.189772	78.051997
163.000000	-21.583227	66.847304	-21.255821	66.149324
164.000000	-22.167751	52.315555	-21.617724	53.363310
165.000000	-22.762554	37.349929	-22.189647	38.492075
166.000000	-23.557919	21.324037	-22.673778	20.950827
167.000000	-24.565389	 2.449057	-22.845154	 2.643828
168.000000	-25.317779	-20.327297	-22.763385	-13.336306
169.000000	-25.333639	-45.741428	-22.859162	-25.658874
170.000000	-24.613601	-67.052114	-23.627925	-34.985866
171.000000	-23.863225	-80.933229	-25.424523	-44.532426
172.000000	-23.758530	-88.325872	-28.597147	-60.509233
173.000000	-24.722555	-89.911049	-32.372299	-96.642059
174.000000	-27.190463	-84.282111	-31.717791	-146.941427
175.000000	-31.731878	-62.193115	-28.879276	-173.912439
176.000000	-33.529100	 1.448760	-27.408582	172.479415
177.000000	-28.592569	39.205629	-27.438792	162.704127
178.000000	-25.386342	50.917429	-29.089254	151.318500
179.000000	-24.098034	55.920860	-32.621235	130.442642
