#Parameters = {L=14.76212419082; Lstrip=14.805091994955; Lsus=35; W=15.46391753; Wstrip=1.65; Wsus=30.927835051546; a=0; d=30.927835051546; e=0.035; epsilonefe=3.505358317; g=1.1715; h=1.58; lambda=61.855670103093; lambdaparche=33.03796639; r_x0=240.2578583; x0=4.6861540903649}
#"Frequency / GHz"	"S1,1 [Magnitude]"
#------------------------------------
4.9832000732422	-18.785941927289
4.9840998649597	-18.729793669749
4.9850001335144	-18.672439647239
4.9858999252319	-18.613924375095
4.9868001937866	-18.554292763163
4.9876999855042	-18.493590501593
4.9885997772217	-18.431863655691
4.9895000457764	-18.369156921111
4.9903998374939	-18.305515064002
4.9913001060486	-18.240981833686
4.9921998977661	-18.175601672965
4.9931001663208	-18.109418863979
4.9939999580383	-18.042475647943
4.9949002265930	-17.974815492867
4.9958000183105	-17.906479486393
4.9966998100281	-17.837508404750
4.9976000785828	-17.767940034233
4.9984998703003	-17.697817987694
4.9994001388550	-17.627175873098
5.0002999305725	-17.556054711932
5.0012001991272	-17.484489538277
5.0020999908447	-17.412516953667
5.0029997825623	-17.340168970531
5.0039000511169	-17.267479799679
5.0047998428345	-17.194483953245
5.0057001113892	-17.121212676721
5.0065999031067	-17.047694059312
5.0075001716614	-16.973959792356
5.0083999633789	-16.900039202087
5.0093002319336	-16.825956686871
5.0102000236511	-16.751740646850
5.0110998153687	-16.677418085339
5.0120000839233	-16.603013886622
5.0128998756409	-16.528549060445
5.0138001441956	-16.454047445082
5.0146999359131	-16.379531644068
5.0156002044678	-16.305022255089
5.0164999961853	-16.230539953635
5.0173997879028	-16.156105652792
5.0183000564575	-16.081735161940
5.0191998481750	-16.007447383153
5.0201001167297	-15.933259163952
5.0209999084473	-15.859186155752
5.0219001770020	-15.785246690964
5.0227999687195	-15.711452942468
5.0237002372742	-15.637819055940
5.0246000289917	-15.564359986266
5.0254998207092	-15.491088324631
5.0264000892639	-15.418015030529
5.0272998809814	-15.345152537239
5.0282001495361	-15.272511827559
5.0290999412537	-15.200103842237
5.0300002098083	-15.127936700783
5.0309000015259	-15.056022491396
5.0317997932434	-14.984368530453
5.0327000617981	-14.912984005044
5.0335998535156	-14.841875495618
5.0345001220703	-14.771053390754
5.0353999137878	-14.700521402910
5.0363001823425	-14.630287553500
5.0371999740601	-14.560359244045
5.0380997657776	-14.490741570376
5.0390000343323	-14.421438987163
5.0398998260498	-14.352459565491
5.0408000946045	-14.283804754140
5.0416998863220	-14.215482663237
5.0426001548767	-14.147495139064
5.0434999465942	-14.079846133389
5.0444002151489	-14.012541743034
5.0453000068665	-13.945582929928
5.0461997985840	-13.878973127159
5.0471000671387	-13.812716112998
5.0479998588562	-13.746814274958
5.0489001274109	-13.681271376710
5.0497999191284	-13.616087666661
5.0507001876831	-13.551265427605
5.0515999794006	-13.486808524923
5.0524997711182	-13.422717219010
5.0534000396729	-13.358993096969
5.0542998313904	-13.295637900783
5.0552000999451	-13.232652354741
5.0560998916626	-13.170037550834
5.0570001602173	-13.107794669057
5.0578999519348	-13.045924798763
5.0588002204895	-12.984428047682
5.0597000122070	-12.923305408445
5.0605998039246	-12.862557267489
5.0615000724792	-12.802183353146
5.0623998641968	-12.742184519510
5.0633001327515	-12.682561103962
5.0641999244690	-12.623311735832
5.0651001930237	-12.564437748849
5.0659999847412	-12.505937852213
5.0668997764587	-12.447812949214
5.0678000450134	-12.390062309442
5.0686998367310	-12.332684459176
5.0696001052856	-12.275679695725
5.0704998970032	-12.219048954992
5.0714001655579	-12.162789871234
5.0722999572754	-12.106901995767
5.0732002258301	-12.051384227198
5.0741000175476	-11.996236969160
5.0749998092651	-11.941457753491
5.0759000778198	-11.887048130843
5.0767998695374	-11.833005709648
5.0777001380920	-11.779329437998
5.0785999298096	-11.726018819030
5.0795001983643	-11.673071916324
5.0803999900818	-11.620489117494
5.0812997817993	-11.568268551020
5.0822000503540	-11.516408102407
5.0830998420715	-11.464910278898
5.0840001106262	-11.413768393298
5.0848999023438	-11.362985281220
5.0858001708984	-11.312558359405
5.0866999626160	-11.262487818770
5.0876002311707	-11.212770248166
5.0885000228882	-11.163406108925
5.0893998146057	-11.114392022689
