#Parameters = {L_parche_inf=15.28; L_parche_sup=14.98; Long_linea=17.19; W_linea=1.5; W_parche_inf=21.62; W_parche_sup=21.62; alpha=-21.96324717241; distancia_entre_parches=44.68085106383; h_0=4.335; h_cobre=0.035; h_sus=1.58; lambda_0=63.829787234042}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
5.0000000000000	-20.047445863051
5.0029997825623	-20.097737039689
5.0060000419617	-20.151312694172
5.0089998245239	-20.208223047498
5.0120000839233	-20.268524629674
5.0149998664856	-20.332261377381
5.0180001258850	-20.399481278119
5.0209999084473	-20.470234998410
5.0240001678467	-20.544564346181
5.0269999504089	-20.622522913587
5.0300002098083	-20.704163280323
5.0329999923706	-20.789541241627
5.0359997749329	-20.878715901039
5.0390000343323	-20.971759318781
5.0419998168945	-21.068739555876
5.0450000762939	-21.169740759416
5.0479998588562	-21.274848300310
5.0510001182556	-21.384157890758
5.0539999008179	-21.497772091151
5.0570001602173	-21.615796824814
5.0599999427795	-21.738347019999
5.0630002021790	-21.865536799872
5.0659999847412	-21.997484325827
5.0689997673035	-22.134307948339
5.0720000267029	-22.276117006940
5.0749998092651	-22.423017060978
5.0780000686646	-22.575090616880
5.0809998512268	-22.732409206311
5.0840001106262	-22.895007380740
5.0869998931885	-23.062885066449
5.0900001525879	-23.235993668438
5.0929999351501	-23.414223361383
5.0960001945496	-23.597382467101
5.0989999771118	-23.785188142773
5.1020002365112	-23.977241635008
5.1050000190735	-24.173004910073
5.1079998016357	-24.371777438930
5.1110000610352	-24.572662559081
5.1139998435974	-24.774543027219
5.1170001029968	-24.976044202688
5.1199998855591	-25.175510967759
5.1230001449585	-25.370977376333
5.1259999275208	-25.560153597289
5.1290001869202	-25.740421865545
5.1319999694824	-25.908854267943
5.1350002288818	-26.062262541765
5.1380000114441	-26.197267757303
5.1409997940063	-26.310427806069
5.1440000534058	-26.398377635104
5.1469998359680	-26.458014944096
5.1500000953674	-26.486690965680
5.1529998779297	-26.482399992996
5.1560001373291	-26.443925394235
5.1589999198914	-26.370945890946
5.1620001792908	-26.264053337817
5.1649999618530	-26.124708629342
5.1680002212524	-25.955124643728
5.1710000038147	-25.758097881767
5.1739997863770	-25.536816228463
5.1770000457764	-25.294677538012
5.1799998283386	-25.035111302938
5.1830000877380	-24.761442174971
5.1859998703003	-24.476789180467
5.1890001296997	-24.183997378157
5.1919999122620	-23.885603457780
5.1950001716614	-23.583827554098
5.1979999542236	-23.280577404314
5.2010002136230	-22.977469998666
5.2039999961853	-22.675861603792
5.2069997787476	-22.376872935836
5.2100000381470	-22.081425488574
5.2129998207092	-21.790264969437
5.2160000801086	-21.503994020962
5.2189998626709	-21.223095248930
5.2220001220703	-20.947951929613
5.2249999046326	-20.678864311345
5.2280001640320	-20.416072284266
5.2309999465942	-20.159763539573
5.2340002059937	-19.910084547834
5.2369999885559	-19.667151875175
5.2399997711182	-19.431060920808
5.2430000305176	-19.201888059442
5.2459998130798	-18.979696721507
5.2490000724792	-18.764545876735
5.2519998550415	-18.556482827702
5.2550001144409	-18.355558462047
5.2579998970032	-18.161815793061
5.2610001564026	-17.975298704504
5.2639999389648	-17.796055536146
5.2670001983643	-17.624125334778
5.2699999809265	-17.459554766355
5.2729997634888	-17.302385375092
5.2760000228882	-17.152661849318
5.2789998054504	-17.010422872782
5.2820000648499	-16.875706141800
5.2849998474121	-16.748546239781
5.2880001068115	-16.628974626960
5.2909998893738	-16.517014110897
5.2940001487732	-16.412682758773
5.2969999313354	-16.315988748686
5.3000001907349	-16.226931731994
5.3029999732971	-16.145500172236
5.3060002326965	-16.071670340706
5.3090000152588	-16.005401230269
5.3119997978210	-15.946642191208
5.3150000572205	-15.895319758345
5.3179998397827	-15.851338298878
5.3210000991821	-15.814587731843
5.3239998817444	-15.784931020091
5.3270001411438	-15.762203754422
5.3299999237061	-15.746213881378
5.3330001831055	-15.736739728633
5.3359999656677	-15.733529824367
5.3390002250671	-15.736294471116
5.3420000076294	-15.744712371842
5.3449997901917	-15.758420520825
5.3480000495911	-15.777019598012
5.3509998321533	-15.800071014425
5.3540000915527	-15.827097483399
5.3569998741150	-15.857579541784
5.3600001335144	-15.890966555795
5.3629999160767	-15.926670122613
5.3660001754761	-15.964072654067
5.3689999580383	-16.002535051919
5.3720002174377	-16.041395629976
5.3750000000000	-16.079988904183
5.3779997825623	-16.117647962502
5.3810000419617	-16.153719257808
5.3839998245239	-16.187572318123
5.3870000839233	-16.218615324921
5.3899998664856	-16.246307945659
5.3930001258850	-16.270171419628
5.3959999084473	-16.289805414022
5.3990001678467	-16.304892535410
5.4019999504089	-16.315213611449
5.4050002098083	-16.320643446543
5.4079999923706	-16.321166011532
5.4109997749329	-16.316865279954
5.4140000343323	-16.307921572149
5.4169998168945	-16.294607223231
5.4200000762939	-16.277277596597
5.4229998588562	-16.256355804730
5.4260001182556	-16.232320876837
5.4289999008179	-16.205690029299
5.4320001602173	-16.177007163141
5.4349999427795	-16.146822437450
5.4380002021790	-16.115679637851
5.4409999847412	-16.084099502035
5.4439997673035	-16.052564989645
5.4470000267029	-16.021512318836
5.4499998092651	-15.991314772823
5.4530000686646	-15.962276869313
5.4559998512268	-15.934619992945
5.4590001106262	-15.908477779732
5.4619998931885	-15.883887449601
5.4650001525879	-15.860788857337
5.4679999351501	-15.839012898438
5.4710001945496	-15.818282556381
5.4739999771118	-15.798213304013
5.4770002365112	-15.778304060241
5.4800000190735	-15.757951725478
5.4829998016357	-15.736450809302
5.4860000610352	-15.712998753740
5.4889998435974	-15.686708566202
5.4920001029968	-15.656633093225
5.4949998855591	-15.621770652301
5.4980001449585	-15.581099774274
5.5009999275208	-15.533602063984
5.5040001869202	-15.478289916429
5.5069999694824	-15.414246683346
5.5100002288818	-15.340655413515
5.5130000114441	-15.256827544325
5.5159997940063	-15.162236118762
5.5190000534058	-15.056535669915
5.5219998359680	-14.939580676610
5.5250000953674	-14.811428076344
5.5279998779297	-14.672342416814
5.5310001373291	-14.522781619765
5.5339999198914	-14.363385276270
5.5370001792908	-14.194942406063
5.5399999618530	-14.018369432061
5.5430002212524	-13.834682628964
5.5460000038147	-13.644955300676
5.5489997863770	-13.450305892706
5.5520000457764	-13.251848056292
5.5549998283386	-13.050690134618
5.5580000877380	-12.847896067656
5.5609998703003	-12.644481068737
5.5640001296997	-12.441396473859
5.5669999122620	-12.239519947387
5.5700001716614	-12.039653072075
5.5729999542236	-11.842523446400
5.5760002136230	-11.648769763454
5.5789999961853	-11.458963452586
5.5819997787476	-11.273596897422
5.5850000381470	-11.093092750930
5.5879998207092	-10.917811626869
5.5910000801086	-10.748051673584
5.5939998626709	-10.584052886236
5.5970001220703	-10.426004223561
5.5999999046326	-10.274053445383
5.6030001640320	-10.128300958634
5.6059999465942	-9.9888069488857
5.6090002059937	-9.8556019500752
5.6119999885559	-9.7286805073931
5.6149997711182	-9.6080151936956
5.6180000305176	-9.4935463143273
5.6209998130798	-9.3851962685378
5.6240000724792	-9.2828665328100
5.6269998550415	-9.1864386761915
5.6300001144409	-9.0957763574489
